Block #, Trial #, Condition, Standard #, Note,SOA, SOA Jitter, Rating, RT
1,31,1,2,c4,949.0,867.678374630716,2,3.212473710125778
1,32,1,2,b4,474.0,319.2538736972697,1,8.542210433370201
1,33,1,2,a4,796.0,1040.48020297927,2,2.719106216158252
1,34,1,2,e4,999.0,634.9537874560626,1,1.5684456226445036
1,35,1,2,f4,765.0,771.4900685286108,2,3.03649743385904
1,36,2,3,f4,796.0,795.0602345725371,2,3.856556727856514
1,37,3,4,d4,765.0,663.5922826281598,1,3.0682103168655885
1,38,3,4,a4,708.0,820.6508839704009,4,3.8922394058754435
1,39,2,3,d4,983.0,729.3564131865433,1,4.5171338887448655
1,40,1,2,g4,653.0,863.4518883551928,4,2.8802551624103216
1,41,1,2,c4,784.0,477.2302106664123,1,1.7756222700991202
1,42,2,3,d4,982.0,941.9203760596445,2,7.685103125768364
1,43,1,2,c4,982.0,892.8235640120461,1,1.8375531673518708
1,44,3,4,b4,552.0,518.406649853084,2,3.079840707447147
1,45,2,3,g4,784.0,1040.3363746126493,4,3.3393717412254773
1,46,2,3,g4,708.0,527.6236919621864,1,1.6042869596130913
1,47,3,4,c4,982.0,738.4781412440377,2,6.627871190401493
1,48,3,4,f4,983.0,1180.5151058987044,4,5.761932634588447
1,49,2,3,a4,594.0,799.2021396628123,2,3.0101564719661837
1,50,2,3,a4,395.0,267.09050056395995,1,5.732900602335576
1,51,3,4,f4,594.0,749.4755284434107,4,4.10656439253944
1,52,2,3,g4,765.0,474.5186573155751,1,1.2423120670719072
1,53,2,3,e4,378.0,368.61803361200305,3,8.18645159904554
1,54,3,4,e4,653.0,555.571838251371,3,4.232230198031175
1,55,3,4,e4,999.0,823.3833952863338,3,9.886218541592825
1,56,1,2,g4,378.0,301.029561772259,3,2.9098472275363747
1,57,1,2,g4,826.0,878.7207696018227,3,3.103914456005441
1,58,1,2,b4,653.0,496.9957386412427,1,2.4644547752977815
1,59,3,4,b4,968.0,591.2653335758063,1,2.156521521421382
1,60,3,4,a4,949.0,578.1838528295938,1,1.962567219263292
2,1,3,4,c4,608.0,420.79036348070514,1,1.3794720872683683
2,2,3,4,d4,365.0,484.1452450702299,4,1.1529776272946037
2,3,2,3,b4,481.0,566.8474423923108,2,2.3650944186811103
2,4,2,3,c4,657.0,452.3424938581147,4,4.381446254221373
2,5,1,2,d4,796.0,1080.7525764205643,4,3.308273310351069
2,6,1,2,a4,657.0,848.4852565842216,2,3.253268987464253
2,7,1,2,d4,639.0,452.321266701485,1,1.7430933537980309
2,8,3,4,b4,401.0,263.9004649112606,1,1.8338843389065005
2,9,1,2,e4,522.0,389.2225384848955,1,3.3655187866388587
2,10,3,4,f4,473.0,473.7632584451047,2,9.197082259430317
2,11,3,4,e4,657.0,701.0485545371643,2,1.9271160146890907
2,12,1,2,g4,758.0,1022.6936991895329,4,2.0701903600856895
2,13,2,3,g4,537.0,477.78136089943087,2,9.740027480453136
2,14,2,3,a4,459.0,560.0842287059457,2,2.7663490251579788
2,15,3,4,f4,459.0,380.18128487904494,1,2.1993241793243214
2,16,3,4,e4,397.0,460.516685567512,2,4.173479122429853
2,17,3,4,d4,435.0,489.5566598495893,4,1.5042217076115776
2,18,1,2,g4,858.0,1081.5013150470177,2,5.164111346399295
2,19,2,3,a4,522.0,583.8663972058915,2,2.2180689290107694
2,20,2,3,f4,908.0,678.2281607937409,1,1.8262163341569249
2,21,1,2,e4,401.0,352.07430957951243,2,2.1391970375552773
2,22,3,4,d4,967.0,1027.7640856054745,2,1.9250508935074322
2,23,3,4,d4,368.0,265.50442484307837,1,1.117505217102007
2,24,1,2,f4,572.0,391.5496529539862,2,5.01243262742355
2,25,2,3,b4,397.0,484.93489683285054,2,2.87444303301163
2,26,3,4,d4,639.0,447.0441897583475,2,1.743405050932779
2,27,1,2,e4,459.0,453.5245765790171,2,2.870209061904461
2,28,3,4,g4,537.0,436.09298132048133,1,3.5721451098361285
2,29,2,3,e4,796.0,483.36661756073767,1,1.374109108292032
2,30,1,2,f4,967.0,851.8789540124159,4,6.1541025473270565
2,31,3,4,f4,758.0,1031.18135314122,4,1.6171544300887035
2,32,2,3,b4,572.0,693.3519728623147,4,1.2210870258277282
2,33,1,2,e4,365.0,415.0749661817984,1,7.8318256049533375
2,34,2,3,g4,758.0,846.6058537660865,4,2.712164056923939
2,35,1,2,g4,537.0,481.06706033367254,2,5.999126226088265
2,36,2,3,g4,368.0,465.94800397421045,4,1.2545581872109324
2,37,1,2,g4,908.0,1221.6303666452923,4,7.597416081931442
2,38,3,4,a4,796.0,832.0801468043803,3,2.403174098682939
2,39,2,3,b4,639.0,474.9618155257074,1,1.544194053436513
2,40,2,3,e4,967.0,731.6585586755313,1,1.5041614121000748
2,41,3,4,c4,522.0,561.6922699015306,2,5.619564717533649
2,42,3,4,d4,796.0,534.9788256447705,1,0.9851146738801617
2,43,1,2,g4,435.0,565.4427344871385,1,5.726307952674688
2,44,1,2,b4,796.0,687.8546835378678,1,1.1257800092716934
2,45,2,3,b4,435.0,573.895833005093,4,1.3903385643934598
2,46,3,4,f4,481.0,589.1753027303732,4,7.84568054213014
2,47,1,2,c4,397.0,500.7350425638485,2,2.6872065703646513
2,48,2,3,c4,858.0,592.4036457328621,2,5.759457963809837
2,49,2,3,c4,401.0,259.22940523741835,1,2.4729753483406967
2,50,2,3,a4,473.0,424.84390955082625,2,1.9807325189030962
2,51,3,4,b4,572.0,481.24035249089457,2,5.659495163068641
2,52,1,2,c4,368.0,405.9396102449753,2,2.3721242107858416
2,53,1,2,f4,473.0,446.87466151623767,2,2.3124996167607605
2,54,2,3,c4,796.0,753.5471780400778,4,5.6907180173147935
2,55,1,2,f4,481.0,361.09811612908237,1,4.292170832501142
2,56,2,3,d4,608.0,594.6793335517993,4,5.865740295994328
2,57,2,3,a4,365.0,256.30455576588497,1,1.381579364213394
2,58,3,4,a4,908.0,870.4157566163451,4,2.525984043153585
2,59,3,4,b4,858.0,1176.8918069039173,4,1.3563101805339102
2,60,1,2,a4,608.0,431.0769221389474,1,5.588242988858838
3,1,1,2,c4,385.0,278.46156232508895,2,7.327048207793268
3,2,1,2,e4,935.0,965.582839576679,4,5.507241081882967
3,3,2,3,d4,602.0,414.58350163624027,1,1.7810373689135304
3,4,3,4,c4,849.0,827.9364219797785,1,1.545559389036498
3,5,2,3,e4,435.0,438.02865522375714,2,7.151694048327045
3,6,2,3,a4,492.0,312.27257795559524,1,1.3170989377686055
3,7,1,2,g4,418.0,268.2838227216667,1,3.3690662576118484
3,8,1,2,d4,602.0,660.6479067873317,2,3.1914083498122636
3,9,3,4,f4,602.0,805.8194063852131,1,0.2672202441608533
3,10,3,4,b4,365.0,446.99976046661715,2,10.702988408957026
3,11,2,3,c4,456.0,340.6924503004822,2,14.715002544675372
3,12,1,2,d4,365.0,480.30198153937977,2,12.842950637394097
3,13,1,2,e4,849.0,1088.8258046236565,4,1.2864711184520274
3,14,1,2,c4,575.0,775.0443268683966,3,2.2584773953130934
3,15,3,4,g4,708.0,777.0390918574315,3,12.033147200752865
3,16,1,2,g4,751.0,1018.2405549828811,4,1.7115301876037847
3,17,2,3,f4,564.0,685.421347335259,4,6.102725408112747
3,18,1,2,f4,492.0,417.25584226937195,1,4.569218478223775
3,19,3,4,a4,435.0,468.5805421301721,3,6.2251878869428765
3,20,2,3,a4,911.0,1189.4751687773237,4,2.3132591868925374
3,21,2,3,b4,483.0,566.7700380822239,3,3.8403885892330436
3,22,2,3,e4,807.0,893.1539942329672,3,4.686382616913761
3,23,1,2,e4,724.0,754.181423269881,3,8.214242974558147
3,24,1,2,d4,924.0,1157.4971788830744,4,2.842554117771215
3,25,2,3,f4,575.0,570.1167078043754,4,5.726496248389594
3,26,3,4,b4,911.0,937.9434501562642,3,5.238020866323495
3,27,2,3,c4,935.0,1086.9622339841662,4,3.0844091142353136
3,28,3,4,f4,385.0,488.045463779294,4,4.397575302966288
3,29,3,4,f4,724.0,754.8978898255289,3,1.6131054333527572
3,30,3,4,e4,501.0,570.3556190713607,4,3.8692111201235093
3,31,3,4,b4,564.0,371.87990822729864,1,1.4699324690300273
3,32,1,2,f4,435.0,585.7036490459716,3,2.2331553253316088
3,33,2,3,b4,773.0,896.0455502143744,3,5.232108840544242
3,34,1,2,a4,807.0,675.6892784238114,1,5.521132298570592
3,35,2,3,c4,924.0,988.9857851600912,3,1.596223712695064
3,36,2,3,d4,849.0,1149.980649177005,4,3.2150730597641086
3,37,1,2,a4,501.0,568.1320233672777,4,18.2260803115787
3,38,2,3,g4,418.0,394.0990814992099,3,3.498754233456566
3,39,2,3,d4,708.0,524.8552698620994,1,2.4592964433832094
3,40,1,2,g4,564.0,748.7714141485756,2,2.240556343604112
3,41,3,4,g4,418.0,542.8875554422509,2,15.548906045296462
3,42,3,4,c4,807.0,1039.433772683007,4,2.7792747472121846
3,43,3,4,c4,492.0,377.3275975606086,1,0.9151637074246537
3,44,3,4,c4,751.0,647.851041100151,3,5.321158409584314
3,45,1,2,d4,456.0,279.79851639294344,1,2.00881566334283
3,46,3,4,a4,483.0,613.7570080812834,4,2.466258275308064
3,47,3,4,d4,935.0,1032.397630342665,3,2.1636598965415033
3,48,3,4,e4,924.0,1002.2291338032007,3,1.8834781617770204
3,49,2,3,b4,751.0,1050.26703749988,4,2.70472267131845
3,50,2,3,b4,385.0,451.50600358590464,4,3.3346755897218827
3,51,2,3,f4,365.0,357.0157978953479,3,3.8115471521159634
3,52,3,4,a4,773.0,1031.122483052578,4,1.3845522394112777
3,53,2,3,e4,501.0,577.4685615339699,3,3.0736003777128644
3,54,1,2,a4,708.0,856.4020764244124,3,7.04539638676215
3,55,1,2,f4,773.0,734.4740169287658,3,5.247288235012093
3,56,1,2,b4,483.0,555.243927898984,1,6.068347514708876
3,57,3,4,d4,456.0,357.1528222344647,1,3.8059529551828746
3,58,3,4,g4,575.0,617.2617675478305,4,2.0533597373141674
3,59,2,3,e4,724.0,528.0643646781996,3,4.363213505377644
3,60,1,2,g4,911.0,1176.0750798301315,1,5.248083318176214
4,1,1,2,g4,912.0,656.5410725615283,1,2.2252389848290477
4,2,1,2,b4,503.0,400.4731889972285,1,3.728649513446726
4,3,3,4,c4,573.0,596.1204613489032,2,2.87609119543049
4,4,1,2,b4,601.0,421.7990501399165,1,2.2461168159061344
4,5,2,3,f4,792.0,653.4750719312158,1,2.707278076763032
4,6,3,4,c4,734.0,642.5641985453957,1,2.0480833692708984
4,7,1,2,d4,569.0,699.5528926770605,2,5.116403291103779
4,8,3,4,b4,652.0,497.6424175403181,1,1.4641154853161424
4,9,2,3,a4,912.0,1043.4858655572655,4,1.040124873019522
4,10,1,2,g4,366.0,300.64660339924615,1,7.218880363492644
4,11,1,2,d4,414.0,514.712426063167,4,4.08744841668522
4,12,2,3,g4,654.0,661.3307884169769,1,1.5031833984976402
4,13,2,3,f4,679.0,645.3918706603212,3,5.444095587808988
4,14,3,4,a4,503.0,470.95399564110926,3,5.685180539061548
4,15,1,2,b4,373.0,320.3025913513321,3,4.49056375278451
4,16,2,3,f4,515.0,439.27075080620943,1,3.4809507068857783
4,17,1,2,b4,351.0,462.6017010934394,1,5.470464142563287
4,18,3,4,d4,679.0,711.1591923312567,3,7.870045804142137
4,19,1,2,a4,690.0,888.2222066814268,3,4.262992915784707
4,20,1,2,a4,667.0,460.0872843649727,1,1.4284473701991374
4,21,3,4,f4,912.0,1200.1796297497647,4,1.8499661220994312
4,22,2,3,c4,690.0,603.4934248819146,3,2.4351358284184244
4,23,3,4,b4,569.0,499.0678412494725,1,3.8322665797313675
4,24,3,4,g4,654.0,409.91829467913783,1,0.9160783596307738
4,25,1,2,g4,562.0,350.72083342905927,1,3.5776874423900153
4,26,2,3,a4,667.0,421.4200720115046,1,0.8381819268834079
4,27,2,3,c4,569.0,632.680033245465,3,9.98337785662443
4,28,3,4,d4,792.0,719.4390522980681,1,0.9403038689342793
4,29,1,2,e4,573.0,354.1976951153317,2,2.253925339842681
4,30,3,4,c4,973.0,959.9292138856158,3,2.1985952679242473
4,31,2,3,c4,973.0,923.1673999650706,3,4.306841292011086
4,32,2,3,g4,573.0,654.5890071901965,3,5.973382087540813
4,33,3,4,b4,366.0,228.63058319576604,1,6.485085292602889
4,34,3,4,f4,690.0,689.5014963054341,3,13.909136966860387
4,35,1,2,c4,652.0,678.8709012296972,2,8.868462025071494
4,36,1,2,d4,973.0,1305.1816063268157,3,6.562718571221922
4,37,2,3,a4,734.0,834.0082349061288,4,1.0903203735506395
4,38,2,3,e4,562.0,731.6483458964644,3,3.8820995407295413
4,39,1,2,e4,679.0,581.3383994242326,3,3.195172731313505
4,40,1,2,f4,720.0,847.0037486401087,3,3.816178664797917
4,41,2,3,d4,351.0,228.90882348751984,1,1.4653040222183336
4,42,3,4,b4,515.0,696.0694846168551,3,8.752114175164024
4,43,2,3,c4,720.0,522.7316569501922,3,8.48560035933042
4,44,2,3,f4,366.0,334.83863165933786,3,9.004004286092822
4,45,1,2,e4,654.0,470.42673284934443,3,4.179052113715443
4,46,2,3,d4,373.0,420.28578130318635,4,3.6952240846731
4,47,2,3,g4,503.0,501.0961793600355,2,13.810062247459427
4,48,2,3,d4,601.0,482.67976795018626,1,1.08666738543252
4,49,2,3,b4,652.0,664.1786807665244,4,3.207053757025278
4,50,3,4,c4,667.0,532.7530109650634,1,2.017262655412196
4,51,3,4,g4,414.0,270.1043917073817,1,2.0803866883943556
4,52,3,4,d4,601.0,474.2974469378052,3,4.064117631423869
4,53,1,2,g4,515.0,645.4820545216438,3,2.5341190826147795
4,54,3,4,e4,351.0,463.94850878079,4,3.428041652950924
4,55,2,3,f4,414.0,372.1721018824908,3,6.898626642025192
4,56,3,4,f4,720.0,972.4991103164441,4,3.3140800744877197
4,57,1,2,a4,792.0,582.433316403334,4,4.239349922427209
4,58,3,4,e4,562.0,553.7782604897758,3,3.56178296887083
4,59,3,4,a4,373.0,248.12607497220876,1,0.9809284793009283
4,60,1,2,e4,734.0,852.2932063484598,3,5.738165217873757
