Block #, Trial #, Condition, Standard #, Note,SOA, SOA Jitter, Rating, RT
4,27,3,4,c4,643.0,772.6037500860825,3,3.6981619625294115
4,28,1,2,b4,750.0,953.9422075392742,2,4.703112057904946
4,29,1,2,f4,591.0,678.982071199144,2,2.8784049630048685
4,30,3,4,f4,523.0,616.4955863149819,4,5.0700930950115435
4,31,3,4,e4,437.0,611.7857042723787,1,5.155543365894118
4,32,2,3,d4,603.0,513.8609397150456,2,4.162524341692915
4,33,3,4,b4,426.0,324.73558994139364,1,1.7541398126631975
4,34,1,2,e4,946.0,934.1771577275781,4,3.4536236741987523
4,35,2,3,e4,426.0,304.1012124452241,3,3.498939976998372
4,36,3,4,b4,436.0,288.001657934183,2,3.556611206877278
4,37,2,3,g4,616.0,694.4224094026763,2,10.58315572605352
4,38,2,3,g4,580.0,796.2901074279248,2,4.157147835503565
4,39,2,3,d4,591.0,634.2336434986337,3,5.76192608915153
4,40,3,4,d4,885.0,695.4918792908261,1,2.0721104345284402
4,41,2,3,d4,885.0,668.7492366062713,3,5.98549590120092
4,42,2,3,d4,643.0,414.7415766319743,2,10.369861673243577
4,43,3,4,c4,946.0,977.9582936819731,3,2.9500355896016117
4,44,1,2,c4,616.0,585.8725620939015,3,2.6793490452109836
4,45,1,2,f4,545.0,339.1481645847046,2,8.78198528077337
4,46,3,4,d4,750.0,1031.3355448486002,4,2.123822899273364
4,47,1,2,e4,506.0,486.64031880067705,2,4.144138601637678
4,48,2,3,f4,936.0,1059.0252551104306,3,6.4911314729833975
4,49,3,4,e4,580.0,609.398295635946,2,22.29583992707194
4,50,1,2,a4,437.0,521.0599312123676,2,4.8616242035641335
4,51,3,4,a4,829.0,823.164228704524,3,2.3262070695927832
4,52,1,2,g4,426.0,383.0084211545607,2,3.4135137220437173
4,53,3,4,g4,591.0,774.3963750406849,4,2.513667373015778
4,54,3,4,g4,644.0,416.32175088347276,1,1.9086670996330213
4,55,2,3,e4,829.0,1008.4149569216179,2,3.0891640560002998
4,56,2,3,c4,750.0,922.7181732972763,3,6.287173236196395
4,57,2,3,g4,437.0,491.0057952148211,2,3.6125512446742505
4,58,1,2,f4,643.0,785.0659339242433,3,6.727899836114375
4,59,3,4,d4,529.0,362.6920622153283,1,1.5855269175372086
4,60,2,3,e4,506.0,566.6280672418317,3,3.291937335743569
